ticker,date,strategy_id,strategy_name,action_label,refined_score,fwd_1w_return
KO,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.042556969304524905
LIN,2021-06-11,no-action,No actionable setup,No action,2,-0.0315912786500504
LLY,2021-06-11,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.024722180269838745
LMT,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,4,-0.02200040945125581
LOW,2021-06-11,no-action,No actionable setup,No action,2,-0.0205963666792377
LRCX,2021-06-11,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,-0.04586441204791103
MA,2021-06-11,trend-hold,Trend hold / monitor,Hold,3,0.005253114713363649
MCD,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.03085298520477675
MDLZ,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.025713380699856403
MDT,2021-06-11,no-action,No actionable setup,No action,1,-0.004443330326282635
META,2021-06-11,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.00483006114939033
MMM,2021-06-11,no-action,No actionable setup,No action,3,-0.055273407939081975
MO,2021-06-11,no-action,No actionable setup,No action,3,-0.06933273843679433
MRK,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.0044578993346011675
MS,2021-06-11,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,-0.0864748120583052
MSFT,2021-06-11,trend-hold,Trend hold / monitor,Hold,6,0.005971452711897696
MU,2021-06-11,no-action,No actionable setup,No action,1,-0.03012351272956937
NEE,2021-06-11,no-action,No actionable setup,No action,3,-0.0028575192621713708
NFLX,2021-06-11,no-action,No actionable setup,No action,1,0.024551441166857035
NKE,2021-06-11,no-action,No actionable setup,No action,1,-0.02675457567059336
NOW,2021-06-11,trend-hold,Trend hold / monitor,Hold,4,0.07174558654888097
NVDA,2021-06-11,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.04563747617185254
ORCL,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.08045836002624362
PEP,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.015370060497910343
PFE,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.03337484686580117
PG,2021-06-11,no-action,No actionable setup,No action,2,-0.02098473838237147
PLTR,2021-06-11,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,6,0.02837457481859129
PM,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.006677495817109413
QCOM,2021-06-11,trend-hold,Trend hold / monitor,Hold,4,-0.01203383728975238
QQQ,2021-06-11,trend-hold,Trend hold / monitor,Hold,7,0.004073422483346079
RTX,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.03254137449718675
SBUX,2021-06-11,trend-hold,Trend hold / monitor,Hold,4,-0.025408676904623895
SCHW,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.055330038409130866
SO,2021-06-11,no-action,No actionable setup,No action,1,-0.03758806215405597
SPG,2021-06-11,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.06630406153442525
T,2021-06-11,no-action,No actionable setup,No action,1,-0.02285130374012323
TMO,2021-06-11,trend-hold,Trend hold / monitor,Hold,3,0.03723531667523394
TMUS,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.0044720270242748494
TSLA,2021-06-11,trend-hold,Trend hold / monitor,Hold,5,0.0220040155367498
TXN,2021-06-11,trend-hold,Trend hold / monitor,Hold,5,-0.02968140615399817
UBER,2021-06-11,trend-hold,Trend hold / monitor,Hold,4,-0.00619871163763408
UNH,2021-06-11,no-action,No actionable setup,No action,2,-0.021413001627542783
UNP,2021-06-11,no-action,No actionable setup,No action,1,-0.02945829403389144
UPS,2021-06-11,no-action,No actionable setup,No action,3,-0.026722405301828345
USB,2021-06-11,no-action,No actionable setup,No action,3,-0.07439969152167081
V,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.019365010732651178
VZ,2021-06-11,no-action,No actionable setup,No action,3,-0.026338777045224582
WFC,2021-06-11,no-action,No actionable setup,No action,3,-0.08603328106218278
WMT,2021-06-11,no-action,No actionable setup,No action,4,-0.03964477214793527
XLE,2021-06-11,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,-0.053990639595496104
XLF,2021-06-11,no-action,No actionable setup,No action,4,-0.06203412528923802
XLI,2021-06-11,no-action,No actionable setup,No action,4,-0.03767753304406363
XLK,2021-06-11,trend-hold,Trend hold / monitor,Hold,7,0.0008452145957296153
XLV,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.006503453778733959
XLY,2021-06-11,trend-hold,Trend hold / monitor,Hold,4,-0.0060620230417308685
XOM,2021-06-11,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.028470270149542065
AAPL,2021-06-18,trend-hold,Trend hold / monitor,Hold,6,0.020312691707095265
ABBV,2021-06-18,no-action,No actionable setup,No action,3,-0.0012376183367153182
ABT,2021-06-18,no-action,No actionable setup,No action,1,0.021662279978098775
ACN,2021-06-18,no-action,No actionable setup,No action,1,0.047680013020833245
ADBE,2021-06-18,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.024876581306229273
AMAT,2021-06-18,no-action,No actionable setup,No action,4,0.03779628800846102
AMD,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.011458962825967367
AMGN,2021-06-18,no-action,No actionable setup,No action,1,0.01675884080251966
AMT,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.002256170933321089
AMZN,2021-06-18,trend-hold,Trend hold / monitor,Hold,7,-0.02450315835795147
AVGO,2021-06-18,no-action,No actionable setup,No action,5,-0.0028046873289662155
AXP,2021-06-18,no-action,No actionable setup,No action,5,0.0713156661179728
BA,2021-06-18,no-action,No actionable setup,No action,4,0.046471449318127966
BAC,2021-06-18,no-action,No actionable setup,No action,1,0.0732336318201241
BKNG,2021-06-18,no-action,No actionable setup,No action,0,0.017412792514885034
BLK,2021-06-18,no-action,No actionable setup,No action,2,0.03954661010181959
BMY,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,4,0.004061932271821833
BNY,2021-06-18,no-action,No actionable setup,No action,2,0.05744505158938851
BRK-B,2021-06-18,no-action,No actionable setup,No action,2,0.01583709021516544
C,2021-06-18,no-action,No actionable setup,No action,1,0.058275438630938314
CAT,2021-06-18,no-action,No actionable setup,No action,0,0.03566981196242014
CL,2021-06-18,no-action,No actionable setup,No action,2,0.005430788195964542
CMCSA,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.005113726733146251
COF,2021-06-18,no-action,No actionable setup,No action,2,0.06645781187018218
COP,2021-06-18,no-action,No actionable setup,No action,6,0.0657048961272435
COST,2021-06-18,no-action,No actionable setup,No action,0,
CRM,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.003748264546852731
CSCO,2021-06-18,no-action,No actionable setup,No action,2,0.019012899640274084
CVS,2021-06-18,no-action,No actionable setup,No action,3,0.020388352840602142
CVX,2021-06-18,no-action,No actionable setup,No action,2,0.041444281501039404
DE,2021-06-18,no-action,No actionable setup,No action,0,0.06389637029417083
DHR,2021-06-18,trend-hold,Trend hold / monitor,Hold,6,0.03731951754128926
DIS,2021-06-18,no-action,No actionable setup,No action,2,0.03439280824466673
DUK,2021-06-18,no-action,No actionable setup,No action,2,0.0011043129171524058
EMR,2021-06-18,no-action,No actionable setup,No action,2,0.04042487799541816
FDX,2021-06-18,no-action,No actionable setup,No action,2,0.02323708366963073
GD,2021-06-18,no-action,No actionable setup,No action,2,0.025168802677437263
GE,2021-06-18,no-action,No actionable setup,No action,1,0.029734007671646356
GEV,2021-06-18,no-action,No actionable setup,No action,0,
GILD,2021-06-18,no-action,No actionable setup,No action,2,0.019066155703788334
GM,2021-06-18,no-action,No actionable setup,No action,6,0.026208321298794024
GOOG,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.011368431516024513
GOOGL,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.019960695383889338
GS,2021-06-18,no-action,No actionable setup,No action,1,0.05716252389120613
HD,2021-06-18,no-action,No actionable setup,No action,0,0.036416576004414614
HON,2021-06-18,no-action,No actionable setup,No action,1,0.029364766759639283
IBM,2021-06-18,no-action,No actionable setup,No action,2,0.025992221057833165
INTC,2021-06-18,no-action,No actionable setup,No action,0,0.004311149386756696
INTU,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.026806089152973556
ISRG,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.033554785954886146
JNJ,2021-06-18,no-action,No actionable setup,No action,2,0.013767199933003793
JPM,2021-06-18,no-action,No actionable setup,No action,1,0.04144135315504238
KO,2021-06-18,no-action,No actionable setup,No action,2,0.010228737816220912
LIN,2021-06-18,no-action,No actionable setup,No action,2,0.010956657181278029
LLY,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.05339738277734818
LMT,2021-06-18,no-action,No actionable setup,No action,2,0.007436924249221155
LOW,2021-06-18,no-action,No actionable setup,No action,0,0.03092893101603522
LRCX,2021-06-18,no-action,No actionable setup,No action,2,0.029020988992008556
MA,2021-06-18,trend-hold,Trend hold / monitor,Hold,4,0.0331772126676102
MCD,2021-06-18,no-action,No actionable setup,No action,2,0.01219407330066713
MDLZ,2021-06-18,no-action,No actionable setup,No action,3,0.01673641657132996
MDT,2021-06-18,no-action,No actionable setup,No action,1,0.013795316902801558
META,2021-06-18,no-action,No actionable setup,No action,6,0.03552142002364489
MMM,2021-06-18,no-action,No actionable setup,No action,2,0.016440467016055393
MO,2021-06-18,no-action,No actionable setup,No action,0,0.028287573304830005
MRK,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.007701296608668917
MS,2021-06-18,no-action,No actionable setup,No action,1,0.05125467208572365
MSFT,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.021547224668339027
MU,2021-06-18,no-action,No actionable setup,No action,0,0.06601692050061514
NEE,2021-06-18,trend-hold,Trend hold / monitor,Hold,1,0.007914872280518459
NFLX,2021-06-18,trend-hold,Trend hold / monitor,Hold,2,0.052519142235867955
NKE,2021-06-18,no-action,No actionable setup,No action,0,0.2020092025669844
NOW,2021-06-18,trend-hold,Trend hold / monitor,Hold,5,0.021077678053391002
NVDA,2021-06-18,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.021044869394651444
ORCL,2021-06-18,no-action,No actionable setup,No action,2,0.029253517372910265
PEP,2021-06-18,no-action,No actionable setup,No action,2,0.006807904728577174
PFE,2021-06-18,no-action,No actionable setup,No action,2,0.004380267017004114
PG,2021-06-18,no-action,No actionable setup,No action,1,0.02188896020880371
PLTR,2021-06-18,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,6,0.05557744583246582
PM,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.004623106376609565
QCOM,2021-06-18,no-action,No actionable setup,No action,2,0.034962360123942604
QQQ,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.01993400016032343
RTX,2021-06-18,no-action,No actionable setup,No action,5,0.009311022681643522
SBUX,2021-06-18,no-action,No actionable setup,No action,1,0.030446709755707513
SCHW,2021-06-18,no-action,No actionable setup,No action,2,0.05656590068261402
SO,2021-06-18,no-action,No actionable setup,No action,1,0.0013018391434369558
SPG,2021-06-18,no-action,No actionable setup,No action,5,0.045799133561823746
T,2021-06-18,no-action,No actionable setup,No action,0,0.008376954397925074
TMO,2021-06-18,trend-hold,Trend hold / monitor,Hold,7,0.0215557316935171
TMUS,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.004422939897347433
TSLA,2021-06-18,trend-hold,Trend hold / monitor,Hold,5,0.07790662960845407
TXN,2021-06-18,no-action,No actionable setup,No action,2,0.027858145194119333
UBER,2021-06-18,no-action,No actionable setup,No action,2,0.040845045234096045
UNH,2021-06-18,no-action,No actionable setup,No action,2,0.040013399299436925
UNP,2021-06-18,no-action,No actionable setup,No action,1,0.03007311944177604
UPS,2021-06-18,no-action,No actionable setup,No action,2,0.03964198902018379
USB,2021-06-18,no-action,No actionable setup,No action,1,0.05681396968019614
V,2021-06-18,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.029990033211590772
VZ,2021-06-18,no-action,No actionable setup,No action,1,0.010032271163608497
WFC,2021-06-18,no-action,No actionable setup,No action,1,0.1108982291764129
WMT,2021-06-18,no-action,No actionable setup,No action,2,0.024857562671789513
XLE,2021-06-18,no-action,No actionable setup,No action,5,0.05630847103087255
XLF,2021-06-18,no-action,No actionable setup,No action,2,0.04825435098008923
XLI,2021-06-18,no-action,No actionable setup,No action,2,0.02750725677121202
XLK,2021-06-18,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.02209866613115752
XLV,2021-06-18,broad-market-trend-hold,Index trend follow-through,Buy now,4,0.015839656685872283
XLY,2021-06-18,trend-hold,Trend hold / monitor,Hold,4,0.03351527004493082
XOM,2021-06-18,no-action,No actionable setup,No action,5,0.07052983491076947
AAPL,2021-06-25,trend-hold,Trend hold / monitor,Hold,7,0.05146124312302747
ABBV,2021-06-25,no-action,No actionable setup,No action,3,0.019383915267668694
ABT,2021-06-25,no-action,No actionable setup,No action,2,0.04719659011010635
ACN,2021-06-25,trend-hold,Trend hold / monitor,Hold,7,0.03454826766192132
ADBE,2021-06-25,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.023134311149588083
AMAT,2021-06-25,no-action,No actionable setup,No action,4,0.014465094246185028
AMD,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.10604991719674572
AMGN,2021-06-25,trend-hold,Trend hold / monitor,Hold,5,0.02480634767656187
AMT,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,8,0.023748729531532176
AMZN,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.0321979267002479
AVGO,2021-06-25,no-action,No actionable setup,No action,3,0.01291648866947459
AXP,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.005606355652708284
BA,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.04710529018852139
BAC,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.011292585729640647
BKNG,2021-06-25,no-action,No actionable setup,No action,2,-0.018745125379624916
BLK,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.022424830874180568
BMY,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.0031465251902060842
BNY,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.004902921980204145
BRK-B,2021-06-25,no-action,No actionable setup,No action,3,0.002658201815487926
C,2021-06-25,no-action,No actionable setup,No action,2,-0.015932904836129524
CAT,2021-06-25,no-action,No actionable setup,No action,1,0.0067033283926203335
CL,2021-06-25,no-action,No actionable setup,No action,3,0.002946205087980047
CMCSA,2021-06-25,no-action,No actionable setup,No action,3,0.03544838894176139
COF,2021-06-25,no-action,No actionable setup,No action,4,-0.01618858370993903
COP,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.023487173290723584
COST,2021-06-25,no-action,No actionable setup,No action,0,
CRM,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0261710917387159
CSCO,2021-06-25,no-action,No actionable setup,No action,5,0.009046353746947844
CVS,2021-06-25,no-action,No actionable setup,No action,4,-0.01962418518013742
CVX,2021-06-25,no-action,No actionable setup,No action,6,-0.011463218284721521
DE,2021-06-25,no-action,No actionable setup,No action,2,0.00717166157793292
DHR,2021-06-25,trend-hold,Trend hold / monitor,Hold,5,0.028023728627727618
DIS,2021-06-25,no-action,No actionable setup,No action,2,-0.006952651812326516
DUK,2021-06-25,no-action,No actionable setup,No action,2,-0.0021058873034695003
EMR,2021-06-25,no-action,No actionable setup,No action,5,0.015000025431314956
FDX,2021-06-25,no-action,No actionable setup,No action,2,0.025449537130049604
GD,2021-06-25,no-action,No actionable setup,No action,4,-0.006690924022950351
GE,2021-06-25,no-action,No actionable setup,No action,3,0.015197555661326856
GEV,2021-06-25,no-action,No actionable setup,No action,0,
GILD,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.02091935556565372
GM,2021-06-25,no-action,No actionable setup,No action,5,-0.022222225033865728
GOOG,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.013575269552008828
GOOGL,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.02243926395711804
GS,2021-06-25,no-action,No actionable setup,No action,4,0.014616196569720463
HD,2021-06-25,no-action,No actionable setup,No action,3,0.028919450253516832
HON,2021-06-25,no-action,No actionable setup,No action,2,0.011794764684967207
IBM,2021-06-25,no-action,No actionable setup,No action,6,-0.04644513723869581
INTC,2021-06-25,no-action,No actionable setup,No action,1,0.015202977578981924
INTU,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.023761069755729336
ISRG,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.03281777825440324
JNJ,2021-06-25,no-action,No actionable setup,No action,2,0.029048101934393555
JPM,2021-06-25,no-action,No actionable setup,No action,3,0.01285294182612784
KO,2021-06-25,no-action,No actionable setup,No action,3,-0.0025773083658867657
LIN,2021-06-25,no-action,No actionable setup,No action,2,0.02332441778867378
LLY,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.01624535432774432
LMT,2021-06-25,no-action,No actionable setup,No action,2,-0.0013612720032363246
LOW,2021-06-25,no-action,No actionable setup,No action,3,0.015831013151577533
LRCX,2021-06-25,no-action,No actionable setup,No action,4,0.001586230106774389
MA,2021-06-25,trend-hold,Trend hold / monitor,Hold,7,-0.012064979186530156
MCD,2021-06-25,no-action,No actionable setup,No action,3,0.005206121346699399
MDLZ,2021-06-25,no-action,No actionable setup,No action,4,-0.009180149228444567
MDT,2021-06-25,trend-hold,Trend hold / monitor,Hold,3,0.0152085289461108
META,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.039048590328707
MMM,2021-06-25,no-action,No actionable setup,No action,2,0.02639287119227096
MO,2021-06-25,no-action,No actionable setup,No action,2,-0.0018899654474294758
MRK,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.018134735508053446
MS,2021-06-25,no-action,No actionable setup,No action,4,0.04106331663756024
MSFT,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.0476568010202465
MU,2021-06-25,no-action,No actionable setup,No action,2,-0.020724088425455922
NEE,2021-06-25,trend-hold,Trend hold / monitor,Hold,3,0.005686408955789313
NFLX,2021-06-25,trend-hold,Trend hold / monitor,Hold,5,0.013110176405228824
NKE,2021-06-25,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.034920629585421636
NOW,2021-06-25,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.012550654159083408
NVDA,2021-06-25,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.07650671871593984
ORCL,2021-06-25,no-action,No actionable setup,No action,3,0.042824377384125034
PEP,2021-06-25,no-action,No actionable setup,No action,4,0.017075335957026594
PFE,2021-06-25,no-action,No actionable setup,No action,3,0.01924063644965779
PG,2021-06-25,trend-hold,Trend hold / monitor,Hold,3,0.007263532025192587
PLTR,2021-06-25,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,6,-0.08737864423412012
PM,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.012722153923495405
QCOM,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.035815533259505816
QQQ,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.02626916790999645
RTX,2021-06-25,no-action,No actionable setup,No action,4,-0.00023067657033382094
SBUX,2021-06-25,no-action,No actionable setup,No action,4,0.017073604826118416
SCHW,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.013282674759464097
SO,2021-06-25,no-action,No actionable setup,No action,2,0.0
SPG,2021-06-25,no-action,No actionable setup,No action,6,-0.01098651377842852
T,2021-06-25,no-action,No actionable setup,No action,1,0.011768787503526168
TMO,2021-06-25,trend-hold,Trend hold / monitor,Hold,6,0.04149169641006223
TMUS,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.006536376580288383
TSLA,2021-06-25,trend-hold,Trend hold / monitor,Hold,5,0.010463354650716017
TXN,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.021469993007570798
UBER,2021-06-25,trend-hold,Trend hold / monitor,Hold,5,-0.00038663170192654306
UNH,2021-06-25,no-action,No actionable setup,No action,4,0.010890166715877392
UNP,2021-06-25,no-action,No actionable setup,No action,2,0.015591796816680104
UPS,2021-06-25,no-action,No actionable setup,No action,4,0.028792364920829927
USB,2021-06-25,no-action,No actionable setup,No action,2,-0.004840082742994856
V,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0055199625744326575
VZ,2021-06-25,no-action,No actionable setup,No action,3,0.001064163842800614
WFC,2021-06-25,no-action,No actionable setup,No action,4,-0.028244962119925443
WMT,2021-06-25,no-action,No actionable setup,No action,2,0.011405512594201195
XLE,2021-06-25,wait-for-confirmation,Breakout confirmation,Wait for confirmation,8,-0.011745600362968345
XLF,2021-06-25,no-action,No actionable setup,No action,4,0.00027073710941194484
XLI,2021-06-25,no-action,No actionable setup,No action,3,0.00918419594939146
XLK,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.031880500027684944
XLV,2021-06-25,broad-market-trend-hold,Index trend follow-through,Buy now,7,0.020604585527214114
XLY,2021-06-25,trend-hold,Trend hold / monitor,Hold,6,0.018040841038623245
XOM,2021-06-25,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.02304369639306414
AAPL,2021-07-02,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.03243778985674339
ABBV,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.021359721486354566
ABT,2021-07-02,trend-hold,Trend hold / monitor,Hold,7,0.006523183980805314
ACN,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.022077191533844687
ADBE,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.012022197708127624
AMAT,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.009843663681984527
AMD,2021-07-02,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.0410770804118874
AMGN,2021-07-02,trend-hold,Trend hold / monitor,Hold,6,-0.01741054235700623
AMT,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.02609299389670805
AMZN,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.05912030122438705
AVGO,2021-07-02,no-action,No actionable setup,No action,4,0.03755044897674509
AXP,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.030267098537184678
BA,2021-07-02,no-action,No actionable setup,No action,1,0.006802436455019878
BAC,2021-07-02,no-action,No actionable setup,No action,1,-0.012636705673914728
BKNG,2021-07-02,no-action,No actionable setup,No action,0,-0.01558360748024068
BLK,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.024943184433771082
BMY,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.008215131842097101
BNY,2021-07-02,no-action,No actionable setup,No action,4,-0.018735418964151873
BRK-B,2021-07-02,no-action,No actionable setup,No action,2,0.0035468266397731263
C,2021-07-02,no-action,No actionable setup,No action,0,-0.013776468829032607
CAT,2021-07-02,no-action,No actionable setup,No action,1,0.003765647248824777
CL,2021-07-02,no-action,No actionable setup,No action,2,0.015055121210259204
CMCSA,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.0027387660705420203
COF,2021-07-02,no-action,No actionable setup,No action,3,0.047331718525547295
COP,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.04701196434963273
COST,2021-07-02,no-action,No actionable setup,No action,0,
CRM,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.021313430101435382
CSCO,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.005790089054726
CVS,2021-07-02,no-action,No actionable setup,No action,2,-0.007400225744185307
CVX,2021-07-02,no-action,No actionable setup,No action,2,-0.016875656836781272
DE,2021-07-02,no-action,No actionable setup,No action,2,0.005049641927083348
DHR,2021-07-02,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.014523945777352942
DIS,2021-07-02,no-action,No actionable setup,No action,1,0.04104796029251445
DUK,2021-07-02,no-action,No actionable setup,No action,1,0.020299433219798324
EMR,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.01200737007009911
FDX,2021-07-02,no-action,No actionable setup,No action,3,0.0009686971079962969
GD,2021-07-02,no-action,No actionable setup,No action,1,0.004190137758851797
GE,2021-07-02,no-action,No actionable setup,No action,3,-0.018712559413407326
GEV,2021-07-02,no-action,No actionable setup,No action,0,
GILD,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.01774896540790838
GM,2021-07-02,no-action,No actionable setup,No action,3,0.00016964274738429097
GOOG,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.014333558407762848
GOOGL,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.013715764114098139
GS,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.016944612667943115
HD,2021-07-02,trend-hold,Trend hold / monitor,Hold,6,-0.0029749672647683134
HON,2021-07-02,no-action,No actionable setup,No action,3,0.01671793877704042
IBM,2021-07-02,no-action,No actionable setup,No action,2,0.006427592917291447
INTC,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,4,-0.0005285197354470972
INTU,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.014990738757911792
ISRG,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.022266941173933352
JNJ,2021-07-02,trend-hold,Trend hold / monitor,Hold,5,0.0029589301257066936
JPM,2021-07-02,no-action,No actionable setup,No action,3,0.012625785016442181
KO,2021-07-02,no-action,No actionable setup,No action,2,0.005537084447596152
LIN,2021-07-02,no-action,No actionable setup,No action,3,0.002604809509902939
LLY,2021-07-02,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.008762129142336095
LMT,2021-07-02,no-action,No actionable setup,No action,1,-0.006343503033119036
LOW,2021-07-02,trend-hold,Trend hold / monitor,Hold,6,-0.0007153409884305129
LRCX,2021-07-02,no-action,No actionable setup,No action,4,-0.009533782791464995
MA,2021-07-02,trend-hold,Trend hold / monitor,Hold,4,0.0014132170253633447
MCD,2021-07-02,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.008474920541700959
MDLZ,2021-07-02,no-action,No actionable setup,No action,3,0.005591091011975857
MDT,2021-07-02,trend-hold,Trend hold / monitor,Hold,5,0.010801822103672531
